

Task name: Task - 1
Task description: -

Date of output: 2.5.2019

Survey of antecedent attributes

	Group	Name	Description
	Default Partial Cedent	Country (subset), 1 - 1	-
	Default Partial Cedent	Rank_ (subset), 1 - 1	-
	Default Partial Cedent	Year_ (subset), 1 - 1	-

Survey of variable antecedent attributes

	Group	Name	Description
	Default Partial Cedent	C1__Security_Apparatus (subset), 1 - 1	-
	Default Partial Cedent	Homeless_People_due_to_Natural_Disaster (subset), 1 - 1	-
	Default Partial Cedent	P2__Public_Services (subset), 1 - 1	-
	Default Partial Cedent	P3__Human_Rights (subset), 1 - 1	-
	Default Partial Cedent	S2__Refugees_and_IDPs (subset), 1 - 1	-
	Default Partial Cedent	X1__External_Intervention (subset), 1 - 1	-

Survey of succedent attributes

	Group	Name	Description

Survey of variable sukcedent attributes

	Group	Name	Description
	Default Partial Cedent	Total( Alert -> Warning)	-

Survey of Action4ft-Quantifiers
	a-frequency	Before >= 2.00 Absolute number
	a-frequency	After >= 2.00 Absolute number

Task parameters
	The comparison of the first set versus the second set
	Sets must differ in all rows (i.e. not overlapping sets)

Nr.	Hypothesis	D%-Sum	Df-Conf	Df-AFUI	Df-FUE	Df-Avg	R-Conf	R-DFUI	R-FUE	R-Avg	H-Conf	H-DFUI	H-FUE	H-Avg	B:a	B:b	B:c	B:d	B:r	B:n	B:Conf	B:DConf	B:EConf	B:Supp	B:Cmplt	B:AvgDf	B:Lift	B:LBound	B:UBound	B:ELBound	B:EUBound	B:DLBound	B:DUBound	B:Fisher	B:Chi-Sq	B:PSep	B:bMean	B:bVAR	B:bStDev	B:P(>=90%)	B:P(>=95%)	A:a	A:b	A:c	A:d	A:r	A:n	A:Conf	A:DConf	A:EConf	A:Supp	A:Cmplt	A:AvgDf	A:Lift	A:LBound	A:UBound	A:ELBound	A:EUBound	A:DLBound	A:DUBound	A:Fisher	A:Chi-Sq	A:PSep	A:bMean	A:bVAR	A:bStDev	A:P(>=90%)	A:P(>=95%)	
35	Year_(2014) :  (X1__External_Intervention(9.9)  ->  X1__External_Intervention(8.2)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.25	0.2444253859	0.5337078652	14.9103896104	1.3333333333	9.6363636364	2.2666666667	55.9330143541	1.3333333333	9.6363636364	2.2666666667	55.9330143541	3	0	8	167	3	178	1	0.2727272727	0.9550561798	0.0168539326	0.2727272727	15.1818181818	16.1818181818	0.729	1	0.0058118155	0.9977344396	0.9999999544	0.0000012484	0.0001785374	46.3262337662	1.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	3	1	102	72	4	178	0.75	0.0283018868	0.4213483146	0.0168539326	0.0285714286	0.2714285714	1.2714285714	0.9477	0.3439	1	0	1	0	0.4566801129	0.4336190026	33.3333333333	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	
37	Year_(2014) :  (X1__External_Intervention(9.9)  ->  X1__External_Intervention(7.4)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.25	0.2444253859	0.5337078652	14.9103896104	1.3333333333	9.6363636364	2.2666666667	55.9330143541	1.3333333333	9.6363636364	2.2666666667	55.9330143541	3	0	8	167	3	178	1	0.2727272727	0.9550561798	0.0168539326	0.2727272727	15.1818181818	16.1818181818	0.729	1	0.0058118155	0.9977344396	0.9999999544	0.0000012484	0.0001785374	46.3262337662	1.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	3	1	102	72	4	178	0.75	0.0283018868	0.4213483146	0.0168539326	0.0285714286	0.2714285714	1.2714285714	0.9477	0.3439	1	0	1	0	0.4566801129	0.4336190026	33.3333333333	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	
40	Year_(2014) :  (X1__External_Intervention(9.9)  ->  X1__External_Intervention(6.5)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.25	0.2444253859	0.5337078652	14.9103896104	1.3333333333	9.6363636364	2.2666666667	55.9330143541	1.3333333333	9.6363636364	2.2666666667	55.9330143541	3	0	8	167	3	178	1	0.2727272727	0.9550561798	0.0168539326	0.2727272727	15.1818181818	16.1818181818	0.729	1	0.0058118155	0.9977344396	0.9999999544	0.0000012484	0.0001785374	46.3262337662	1.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	3	1	102	72	4	178	0.75	0.0283018868	0.4213483146	0.0168539326	0.0285714286	0.2714285714	1.2714285714	0.9477	0.3439	1	0	1	0	0.4566801129	0.4336190026	33.3333333333	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	
159	Year_(2014) :  (P3__Human_Rights(9.9)  ->  P3__Human_Rights(6.5)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.2	0.1440823328	0.5224719101	14.8256277056	1.25	4.8181818182	2.2236842105	42.62275158	1.25	4.8181818182	2.2236842105	42.62275158	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	4	1	101	72	5	178	0.8	0.0377358491	0.4269662921	0.0224719101	0.0380952381	0.3561904762	1.3561904762	0.91854	0.40951	1	0	1	0	0.3166304791	0.9388040376	24.5	0.7142857143	0.7142857143	0.1597191412	0.1142649841	0.0327738259	
161	Year_(2014) :  (P3__Human_Rights(9.9)  ->  P3__Human_Rights(5.1)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.2	0.1440823328	0.5224719101	14.8256277056	1.25	4.8181818182	2.2236842105	42.62275158	1.25	4.8181818182	2.2236842105	42.62275158	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	4	1	101	72	5	178	0.8	0.0377358491	0.4269662921	0.0224719101	0.0380952381	0.3561904762	1.3561904762	0.91854	0.40951	1	0	1	0	0.3166304791	0.9388040376	24.5	0.7142857143	0.7142857143	0.1597191412	0.1142649841	0.0327738259	
2	Year_(2014) :  (S2__Refugees_and_IDPs(10)  ->  S2__Refugees_and_IDPs(5)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.2	0.3259005146	0.5337078652	14.8256277056	1.25	9.6363636364	2.25	42.62275158	1.25	9.6363636364	2.25	42.62275158	4	0	7	167	4	178	1	0.3636363636	0.9606741573	0.0224719101	0.3636363636	15.1818181818	16.1818181818	0.6561	1	0.0022655604	0.9992275996	0.9999987516	0.0000228997	0.0000081617	62.1233019854	0.75	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	4	1	101	72	5	178	0.8	0.0377358491	0.4269662921	0.0224719101	0.0380952381	0.3561904762	1.3561904762	0.91854	0.40951	1	0	1	0	0.3166304791	0.9388040376	24.5	0.7142857143	0.7142857143	0.1597191412	0.1142649841	0.0327738259	
33	Year_(2014) :  (X1__External_Intervention(9.9)  ->  X1__External_Intervention(8.5)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.2	0.2349914237	0.5280898876	14.8256277056	1.25	7.2272727273	2.2368421053	42.62275158	1.25	7.2272727273	2.2368421053	42.62275158	3	0	8	167	3	178	1	0.2727272727	0.9550561798	0.0168539326	0.2727272727	15.1818181818	16.1818181818	0.729	1	0.0058118155	0.9977344396	0.9999999544	0.0000012484	0.0001785374	46.3262337662	1.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	4	1	101	72	5	178	0.8	0.0377358491	0.4269662921	0.0224719101	0.0380952381	0.3561904762	1.3561904762	0.91854	0.40951	1	0	1	0	0.3166304791	0.9388040376	24.5	0.7142857143	0.7142857143	0.1597191412	0.1142649841	0.0327738259	
191	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(6.4)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.1666666667	0.1346483705	0.5168539326	14.7691197691	1.2	3.8545454545	2.1948051948	36.7867132867	1.2	3.8545454545	2.1948051948	36.7867132867	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	5	1	100	72	6	178	0.8333333333	0.0471698113	0.4325842697	0.0280898876	0.0476190476	0.4126984127	1.4126984127	0.885735	0.468559	1	0	1	0	0.2134147085	1.5211598072	19.2	0.75	0.75	0.1443375673	0.1496943742	0.0443805384	
131	Year_(2014) :  (C1__Security_Apparatus(9.9)  ->  C1__Security_Apparatus(5.5)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.1666666667	0.1479750779	0.5337078652	9.9402597403	1.3333333333	8.9166666667	2.301369863	-64.2329545455	1.3333333333	8.9166666667	2.301369863	-0.0155683326	2	1	9	166	3	178	0.6666666667	0.1666666667	0.9438202247	0.0112359551	0.1818181818	9.7878787879	10.7878787879	0.972	0.271	0.0272304181	0.9867454268	0.9999999999	0.0000000055	0.0101171205	19.2555792311	4	0.6	0.6	0.2	0.0522999963	0.0140187495	2	2	103	71	4	178	0.5	0.0186915888	0.4101123596	0.0112359551	0.019047619	-0.1523809524	0.8476190476	0.9963	0.0523	1	0	1	0	0.8115631655	0.136665392	51.5	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
100	Year_(2014) :  (C1__Security_Apparatus(10)  ->  C1__Security_Apparatus(5.5)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.1666666667	0.1479750779	0.5337078652	9.9402597403	1.3333333333	8.9166666667	2.301369863	-64.2329545455	1.3333333333	8.9166666667	2.301369863	-0.0155683326	2	1	9	166	3	178	0.6666666667	0.1666666667	0.9438202247	0.0112359551	0.1818181818	9.7878787879	10.7878787879	0.972	0.271	0.0272304181	0.9867454268	0.9999999999	0.0000000055	0.0101171205	19.2555792311	4	0.6	0.6	0.2	0.0522999963	0.0140187495	2	2	103	71	4	178	0.5	0.0186915888	0.4101123596	0.0112359551	0.019047619	-0.1523809524	0.8476190476	0.9963	0.0523	1	0	1	0	0.8115631655	0.136665392	51.5	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
69	Year_(2014) :  (P3__Human_Rights(9.5)  ->  P3__Human_Rights(6.9)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.1666666667	0.1479750779	0.5337078652	9.9402597403	1.3333333333	8.9166666667	2.301369863	-64.2329545455	1.3333333333	8.9166666667	2.301369863	-0.0155683326	2	1	9	166	3	178	0.6666666667	0.1666666667	0.9438202247	0.0112359551	0.1818181818	9.7878787879	10.7878787879	0.972	0.271	0.0272304181	0.9867454268	0.9999999999	0.0000000055	0.0101171205	19.2555792311	4	0.6	0.6	0.2	0.0522999963	0.0140187495	2	2	103	71	4	178	0.5	0.0186915888	0.4101123596	0.0112359551	0.019047619	-0.1523809524	0.8476190476	0.9963	0.0523	1	0	1	0	0.8115631655	0.136665392	51.5	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
63	Year_(2014) :  (P3__Human_Rights(9.5)  ->  P3__Human_Rights(7.4)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.0666666667	0.1386292835	0.5280898876	9.7707359307	1.1111111111	5.9444444444	2.2702702703	570.9595959596	1.1111111111	5.9444444444	2.2702702703	570.9595959596	2	1	9	166	3	178	0.6666666667	0.1666666667	0.9438202247	0.0112359551	0.1818181818	9.7878787879	10.7878787879	0.972	0.271	0.0272304181	0.9867454268	0.9999999999	0.0000000055	0.0101171205	19.2555792311	4	0.6	0.6	0.2	0.0522999963	0.0140187495	3	2	102	71	5	178	0.6	0.0280373832	0.4157303371	0.0168539326	0.0285714286	0.0171428571	1.0171428571	0.99144	0.08146	1	0	1	0	0.6667545635	0.0021745868	33.6666666667	0.5714285714	0.5714285714	0.1749635531	0.0158500061	0.0022298447	
192	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(6.2)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1341991342	0.5112359551	14.4865800866	1	3.8181818182	2.1666666667	21.8368617684	1	3.8181818182	2.1666666667	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	5	0	100	73	5	178	1	0.0476190476	0.4382022472	0.0280898876	0.0476190476	0.6952380952	1.6952380952	0.59049	1	1	0	1	0	0.0686259193	3.576658409	19	0.8571428571	0.8571428571	0.1237179148	0.4685590086	0.2649081105	
193	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(7.9)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1437229437	0.5168539326	14.4865800866	1	4.7727272727	2.1948051948	21.8368617684	1	4.7727272727	2.1948051948	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	4	0	101	73	4	178	1	0.0380952381	0.4325842697	0.0224719101	0.0380952381	0.6952380952	1.6952380952	0.6561	1	1	0	1	0	0.1182268313	2.8448823207	24.25	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	
194	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(7.6)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1437229437	0.5168539326	14.4865800866	1	4.7727272727	2.1948051948	21.8368617684	1	4.7727272727	2.1948051948	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	4	0	101	73	4	178	1	0.0380952381	0.4325842697	0.0224719101	0.0380952381	0.6952380952	1.6952380952	0.6561	1	1	0	1	0	0.1182268313	2.8448823207	24.25	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	
199	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(5.7)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1437229437	0.5168539326	14.4865800866	1	4.7727272727	2.1948051948	21.8368617684	1	4.7727272727	2.1948051948	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	4	0	101	73	4	178	1	0.0380952381	0.4325842697	0.0224719101	0.0380952381	0.6952380952	1.6952380952	0.6561	1	1	0	1	0	0.1182268313	2.8448823207	24.25	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	
201	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(5.1)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1437229437	0.5168539326	14.4865800866	1	4.7727272727	2.1948051948	21.8368617684	1	4.7727272727	2.1948051948	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	4	0	101	73	4	178	1	0.0380952381	0.4325842697	0.0224719101	0.0380952381	0.6952380952	1.6952380952	0.6561	1	1	0	1	0	0.1182268313	2.8448823207	24.25	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	
204	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(8.6)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1532467532	0.5224719101	14.4865800866	1	6.3636363636	2.2236842105	21.8368617684	1	6.3636363636	2.2236842105	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	0	102	73	3	178	1	0.0285714286	0.4269662921	0.0168539326	0.0285714286	0.6952380952	1.6952380952	0.729	1	1	0	1	0	0.2028401517	2.1214693878	33	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
205	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(8)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1532467532	0.5224719101	14.4865800866	1	6.3636363636	2.2236842105	21.8368617684	1	6.3636363636	2.2236842105	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	0	102	73	3	178	1	0.0285714286	0.4269662921	0.0168539326	0.0285714286	0.6952380952	1.6952380952	0.729	1	1	0	1	0	0.2028401517	2.1214693878	33	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
206	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(7.5)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1532467532	0.5224719101	14.4865800866	1	6.3636363636	2.2236842105	21.8368617684	1	6.3636363636	2.2236842105	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	0	102	73	3	178	1	0.0285714286	0.4269662921	0.0168539326	0.0285714286	0.6952380952	1.6952380952	0.729	1	1	0	1	0	0.2028401517	2.1214693878	33	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
207	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(7.1)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1532467532	0.5224719101	14.4865800866	1	6.3636363636	2.2236842105	21.8368617684	1	6.3636363636	2.2236842105	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	0	102	73	3	178	1	0.0285714286	0.4269662921	0.0168539326	0.0285714286	0.6952380952	1.6952380952	0.729	1	1	0	1	0	0.2028401517	2.1214693878	33	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
208	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(7)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1532467532	0.5224719101	14.4865800866	1	6.3636363636	2.2236842105	21.8368617684	1	6.3636363636	2.2236842105	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	0	102	73	3	178	1	0.0285714286	0.4269662921	0.0168539326	0.0285714286	0.6952380952	1.6952380952	0.729	1	1	0	1	0	0.2028401517	2.1214693878	33	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
209	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(6.7)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1532467532	0.5224719101	14.4865800866	1	6.3636363636	2.2236842105	21.8368617684	1	6.3636363636	2.2236842105	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	0	102	73	3	178	1	0.0285714286	0.4269662921	0.0168539326	0.0285714286	0.6952380952	1.6952380952	0.729	1	1	0	1	0	0.2028401517	2.1214693878	33	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
210	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(5.8)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1532467532	0.5224719101	14.4865800866	1	6.3636363636	2.2236842105	21.8368617684	1	6.3636363636	2.2236842105	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	0	102	73	3	178	1	0.0285714286	0.4269662921	0.0168539326	0.0285714286	0.6952380952	1.6952380952	0.729	1	1	0	1	0	0.2028401517	2.1214693878	33	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
211	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(5.3)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1532467532	0.5224719101	14.4865800866	1	6.3636363636	2.2236842105	21.8368617684	1	6.3636363636	2.2236842105	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	0	102	73	3	178	1	0.0285714286	0.4269662921	0.0168539326	0.0285714286	0.6952380952	1.6952380952	0.729	1	1	0	1	0	0.2028401517	2.1214693878	33	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	
212	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(8.8)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1627705628	0.5280898876	14.4865800866	1	9.5454545455	2.2533333333	21.8368617684	1	9.5454545455	2.2533333333	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	2	0	103	73	2	178	1	0.019047619	0.4213483146	0.0112359551	0.019047619	0.6952380952	1.6952380952	0.81	1	1	0	1	0	0.3466006475	1.4062770563	50.5	0.75	0.75	0.1936491673	0.271	0.1426250001	
213	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(8.2)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1627705628	0.5280898876	14.4865800866	1	9.5454545455	2.2533333333	21.8368617684	1	9.5454545455	2.2533333333	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	2	0	103	73	2	178	1	0.019047619	0.4213483146	0.0112359551	0.019047619	0.6952380952	1.6952380952	0.81	1	1	0	1	0	0.3466006475	1.4062770563	50.5	0.75	0.75	0.1936491673	0.271	0.1426250001	
214	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(8.1)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1627705628	0.5280898876	14.4865800866	1	9.5454545455	2.2533333333	21.8368617684	1	9.5454545455	2.2533333333	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	2	0	103	73	2	178	1	0.019047619	0.4213483146	0.0112359551	0.019047619	0.6952380952	1.6952380952	0.81	1	1	0	1	0	0.3466006475	1.4062770563	50.5	0.75	0.75	0.1936491673	0.271	0.1426250001	
215	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(7.7)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1627705628	0.5280898876	14.4865800866	1	9.5454545455	2.2533333333	21.8368617684	1	9.5454545455	2.2533333333	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	2	0	103	73	2	178	1	0.019047619	0.4213483146	0.0112359551	0.019047619	0.6952380952	1.6952380952	0.81	1	1	0	1	0	0.3466006475	1.4062770563	50.5	0.75	0.75	0.1936491673	0.271	0.1426250001	
216	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(7.4)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1627705628	0.5280898876	14.4865800866	1	9.5454545455	2.2533333333	21.8368617684	1	9.5454545455	2.2533333333	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	2	0	103	73	2	178	1	0.019047619	0.4213483146	0.0112359551	0.019047619	0.6952380952	1.6952380952	0.81	1	1	0	1	0	0.3466006475	1.4062770563	50.5	0.75	0.75	0.1936491673	0.271	0.1426250001	
217	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(7.3)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1627705628	0.5280898876	14.4865800866	1	9.5454545455	2.2533333333	21.8368617684	1	9.5454545455	2.2533333333	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	2	0	103	73	2	178	1	0.019047619	0.4213483146	0.0112359551	0.019047619	0.6952380952	1.6952380952	0.81	1	1	0	1	0	0.3466006475	1.4062770563	50.5	0.75	0.75	0.1936491673	0.271	0.1426250001	
218	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(6.3)) >÷< (Total(Alert)  ->  Total(Warning))	1.06	0	0.1627705628	0.5280898876	14.4865800866	1	9.5454545455	2.2533333333	21.8368617684	1	9.5454545455	2.2533333333	21.8368617684	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	2	0	103	73	2	178	1	0.019047619	0.4213483146	0.0112359551	0.019047619	0.6952380952	1.6952380952	0.81	1	1	0	1	0	0.3466006475	1.4062770563	50.5	0.75	0.75	0.1936491673	0.271	0.1426250001	
